Timestamp,LogHost,Application/Process,Message,Access_Type,IP
2010-07-03 10:05:25,combo,ftpd[32067],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32070],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32053],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32066],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32068],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32065],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32063],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32059],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32060],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32071],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32051],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32057],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32050],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32056],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32058],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32052],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32061],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32055],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32049],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32064],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 10:05:25,combo,ftpd[32062],connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,authorized,203.101.45.59
2010-07-03 23:16:09,combo,ftpd[762],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[759],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[774],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[760],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[773],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[756],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[761],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[758],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[763],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[757],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[770],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[766],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[765],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[767],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[769],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[772],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[768],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[775],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[771],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[764],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[777],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[778],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-03 23:16:09,combo,ftpd[776],connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,authorized,62.99.164.82
2010-07-04 09:33:09,combo,sshd(pam_unix)[2543],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,unauthorized,210.76.59.29
2010-07-04 09:33:10,combo,sshd(pam_unix)[2544],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,unauthorized,210.76.59.29
2010-07-04 09:33:14,combo,sshd(pam_unix)[2547],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,unauthorized,210.76.59.29
2010-07-04 12:52:44,combo,ftpd[2823],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2827],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2821],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2824],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2825],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2836],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2834],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2833],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2822],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2842],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2835],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2843],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2837],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2829],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2828],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2832],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2841],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2838],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2839],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2840],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2826],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2831],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 12:52:44,combo,ftpd[2830],connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,authorized,63.197.98.106
2010-07-04 19:15:48,combo,sshd(pam_unix)[3380],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,unauthorized,220.117.241.87
2010-07-04 19:15:48,combo,sshd(pam_unix)[3378],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,unauthorized,220.117.241.87
2010-07-04 19:15:49,combo,sshd(pam_unix)[3382],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,unauthorized,220.117.241.87
2010-07-04 19:15:51,combo,sshd(pam_unix)[3386],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,unauthorized,220.117.241.87
2010-07-04 19:15:51,combo,sshd(pam_unix)[3384],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,unauthorized,220.117.241.87
2010-07-04 19:15:52,combo,sshd(pam_unix)[3388],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,unauthorized,220.117.241.87
2010-07-04 19:15:54,combo,sshd(pam_unix)[3391],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,unauthorized,220.117.241.87
2010-07-04 19:15:54,combo,sshd(pam_unix)[3390],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,unauthorized,220.117.241.87
2010-07-04 19:15:57,combo,sshd(pam_unix)[3394],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,unauthorized,220.117.241.87
2010-07-04 19:15:59,combo,sshd(pam_unix)[3396],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,unauthorized,220.117.241.87
2010-07-04 19:16:00,combo,sshd(pam_unix)[3398],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,unauthorized,220.117.241.87
2010-07-04 19:16:00,combo,sshd(pam_unix)[3399],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,unauthorized,220.117.241.87
2010-07-04 19:16:01,combo,sshd(pam_unix)[3402],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,unauthorized,220.117.241.87
2010-07-05 13:36:28,combo,sshd(pam_unix)[6554],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,unauthorized,210.229.150.228
2010-07-05 13:36:28,combo,sshd(pam_unix)[6552],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,unauthorized,210.229.150.228
2010-07-05 13:36:33,combo,sshd(pam_unix)[6556],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,unauthorized,210.229.150.228
2010-07-05 13:36:36,combo,sshd(pam_unix)[6558],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,unauthorized,210.229.150.228
2010-07-05 13:36:37,combo,sshd(pam_unix)[6560],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,unauthorized,210.229.150.228
2010-07-05 13:52:21,combo,ftpd[6580],connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,authorized,211.72.2.106
2010-07-05 13:52:21,combo,ftpd[6589],connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,authorized,211.72.2.106
2010-07-05 13:52:21,combo,ftpd[6586],connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,authorized,211.72.2.106
2010-07-05 13:52:21,combo,ftpd[6591],connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,authorized,211.72.2.106
2010-07-05 13:52:21,combo,ftpd[6587],connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,authorized,211.72.2.106
2010-07-05 13:52:21,combo,ftpd[6583],connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,authorized,211.72.2.106
2010-07-05 13:52:21,combo,ftpd[6584],connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,authorized,211.72.2.106
2010-07-05 13:52:21,combo,ftpd[6588],connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,authorized,211.72.2.106
2010-07-05 13:52:21,combo,ftpd[6581],connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,authorized,211.72.2.106
2010-07-05 13:52:21,combo,ftpd[6582],connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,authorized,211.72.2.106
2010-07-05 13:52:21,combo,ftpd[6590],connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,authorized,211.72.2.106
2010-07-05 13:52:21,combo,ftpd[6592],connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,authorized,211.72.2.106
2010-07-05 13:52:21,combo,ftpd[6585],connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,authorized,211.72.2.106
2010-07-05 13:52:23,combo,ftpd[6599],connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,authorized,211.72.2.106
2010-07-05 13:52:23,combo,ftpd[6595],connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,authorized,211.72.2.106
2010-07-05 13:52:23,combo,ftpd[6594],connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,authorized,211.72.2.106
2010-07-05 13:52:23,combo,ftpd[6596],connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,authorized,211.72.2.106
2010-07-05 13:52:23,combo,ftpd[6597],connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,authorized,211.72.2.106
2010-07-05 13:52:23,combo,ftpd[6598],connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,authorized,211.72.2.106
2010-07-05 13:52:23,combo,ftpd[6600],connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,authorized,211.72.2.106
2010-07-05 13:52:23,combo,ftpd[6601],connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,authorized,211.72.2.106
2010-07-05 13:52:23,combo,ftpd[6602],connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,authorized,211.72.2.106
2010-07-05 13:52:23,combo,ftpd[6593],connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,authorized,211.72.2.106
2010-07-06 02:22:31,combo,sshd(pam_unix)[7694],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root,unauthorized,218.16.122.48
2010-07-06 02:22:32,combo,sshd(pam_unix)[7696],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root,unauthorized,218.16.122.48
2010-07-06 02:22:32,combo,sshd(pam_unix)[7697],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root,unauthorized,218.16.122.48
2010-07-06 02:22:32,combo,sshd(pam_unix)[7702],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root,unauthorized,218.16.122.48
2010-07-06 02:22:33,combo,sshd(pam_unix)[7704],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root,unauthorized,218.16.122.48
2010-07-06 18:00:56,combo,ftpd[9762],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9757],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9771],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9770],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9765],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9764],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9775],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9766],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9758],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9759],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9760],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9761],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9774],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9767],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9763],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9768],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9777],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9773],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9772],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9776],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:56,combo,ftpd[9769],connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,authorized,211.72.151.162
2010-07-06 18:00:57,combo,ftpd[9778],connection from 211.72.151.162 () at Wed Jul  6 18:00:57 2005,authorized,211.72.151.162
2010-07-06 18:00:57,combo,ftpd[9779],connection from 211.72.151.162 () at Wed Jul  6 18:00:57 2005,authorized,211.72.151.162
2010-07-07 16:33:52,combo,ftpd[13514],connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,authorized,202.82.200.188
2010-07-07 16:33:52,combo,ftpd[13519],connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,authorized,202.82.200.188
2010-07-07 16:33:52,combo,ftpd[13520],connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,authorized,202.82.200.188
2010-07-07 16:33:52,combo,ftpd[13517],connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,authorized,202.82.200.188
2010-07-07 16:33:52,combo,ftpd[13522],connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,authorized,202.82.200.188
2010-07-07 16:33:52,combo,ftpd[13518],connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,authorized,202.82.200.188
2010-07-07 16:33:52,combo,ftpd[13516],connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,authorized,202.82.200.188
2010-07-07 16:33:52,combo,ftpd[13512],connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,authorized,202.82.200.188
2010-07-07 16:33:52,combo,ftpd[13511],connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,authorized,202.82.200.188
2010-07-07 16:33:52,combo,ftpd[13513],connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,authorized,202.82.200.188
2010-07-07 16:33:52,combo,ftpd[13521],connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,authorized,202.82.200.188
2010-07-07 16:33:52,combo,ftpd[13515],connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,authorized,202.82.200.188
2010-07-07 23:09:45,combo,ftpd[14117],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:45,combo,ftpd[14112],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:45,combo,ftpd[14113],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:45,combo,ftpd[14114],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:45,combo,ftpd[14115],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:45,combo,ftpd[14116],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:45,combo,ftpd[14118],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:45,combo,ftpd[14119],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:45,combo,ftpd[14111],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:45,combo,ftpd[14109],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:45,combo,ftpd[14108],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:45,combo,ftpd[14104],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:45,combo,ftpd[14107],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:45,combo,ftpd[14103],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:45,combo,ftpd[14106],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:45,combo,ftpd[14105],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:45,combo,ftpd[14110],connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,authorized,221.4.102.93
2010-07-07 23:09:47,combo,ftpd[14120],connection from 221.4.102.93 () at Thu Jul  7 23:09:47 2005,authorized,221.4.102.93
2010-07-07 23:09:50,combo,ftpd[14121],connection from 221.4.102.93 () at Thu Jul  7 23:09:50 2005,authorized,221.4.102.93
2010-07-08 20:14:55,combo,sshd(pam_unix)[20963],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,unauthorized,212.0.132.20
